MEDDRA_LLT_CODE,MEDDRA_LLT,SNOMED_CT_CODE,SNOMED_CT_FSN
10056172,Threatened premature labour,6383007,Premature labor (finding)
10056184,Decreased haemoglobin,165397008,Hemoglobin below reference range (finding)
10056199,Female sterilisation,60890002,Female sterilization (procedure)
10056204,In vitro fertilisation,52637005,Test tube ovum fertilization (procedure)
10056217,Hepatitis necrotising,87248009,Hepatic necrosis (disorder)
10056268,Adenomyosis,76376003,Endometriosis of uterus (disorder)
10056269,Adhesiolysis,39270003,Lysis of adhesions (procedure)
10056291,Fluid intake reduced,161844003,Reduced fluid intake (finding)
10056350,Pain management,278414003,Pain management (procedure)
10056375,Bile duct obstruction,30144000,Obstruction of bile duct (disorder)
10056381,Polytraumatism,262519004,Multiple injuries (disorder)
10056389,Brain damage,127294003,Traumatic or nontraumatic brain injury (disorder)
10056393,Postpartum depression,58703003,Postpartum depression (disorder)
10056407,Refusal of treatment by patient,1296859006,Procedure declined (situation)
10056408,Knee meniscectomy,6148000,Chondrectomy of semilunar cartilage of knee (procedure)
10056418,Arterial bypass operation,116360008,Arterial bypass graft (procedure)
10056419,Dilated cardiomyopathy,399020009,Congestive cardiomyopathy (disorder)
10056435,Latex allergy,1003755004,Allergy to Hevea brasiliensis latex protein (finding)
10056436,Psychomotor agitation,47295007,Psychomotor agitation (finding)
10056438,Growth hormone deficiency,397827003,Growth hormone deficiency (disorder)
10056439,Bladder suspension,3942005,Cystopexy (procedure)
10056440,Oppositional defiant disorder,18941000,Oppositional defiant disorder (disorder)
10056441,Suprapubic catheter insertion,384649001,Catheterization of urinary bladder by indwelling suprapubic catheter (procedure)
10056475,Maxillary sinusitis,88348008,Maxillary sinusitis (disorder)
10056478,Nicotine addiction,56294008,Nicotine dependence (disorder)
10056509,Cutaneous lupus erythematosus,7119001,Cutaneous lupus erythematosus (disorder)
10056519,Abdominal infection,128070006,Infectious disease of abdomen (disorder)
10056520,Catheter site infection,440653007,Infection associated with catheter (disorder)
10056529,Biliary dyskinesia,197432008,Biliary dyskinesia (disorder)
10056542,Hepatic insufficiency,59927004,Hepatic failure (disorder)
10056559,Graft infection,275273001,Graft infection (disorder)
10056570,Intra-abdominal infection,128070006,Infectious disease of abdomen (disorder)
10056583,Mediastinal operation,386765006,Operation on mediastinum (procedure)
10056617,Gonarthritis,371081002,Arthritis of knee (disorder)
10056647,Periorbital swelling,267041004,Swelling around eyes (finding)
10056723,Dental care,225362009,Dental care (regime/therapy)
10056731,WBC decreased,419188005,Blood leukocyte number below reference range (finding)
10056739,WBC increased,414478003,Blood leukocyte number above reference range (finding)
10056806,Bilirubin total increased,176271000119108,Total bilirubin above reference range (finding)
10056812,Body height decreased,71781005,Decrease in height (finding)
10056814,Weight abnormal,22495007,Abnormal weight (finding)
10056819,Gastric disorder,29384001,Disorder of stomach (disorder)
10056871,Device failure,1156074004,Device failure (finding)
10056886,Mucopolysaccharidosis I,75610003,Mucopolysaccharidosis type I (disorder)
10056889,Mucopolysaccharidosis II,70737009,Mucopolysaccharidosis type II (disorder)
10056892,Mucopolysaccharidosis VI,69463008,Maroteaux-Lamy syndrome (disorder)
10056910,GGT increased,274782002,Gamma-glutamyl transferase above reference range (finding)
10056917,Hunter's syndrome,70737009,Mucopolysaccharidosis type II (disorder)
10056943,Drug poisoning,7895008,Poisoning caused by drug AND/OR medicinal substance (disorder)
10056963,Exanthematic drug eruption,28926001,Eruption caused by drug (disorder)
10056971,Infective exacerbation of chronic obstructive airways disease,285381006,Acute infective exacerbation of chronic obstructive pulmonary disease (disorder)
10056997,Impaired fasting glucose,390951007,Impaired fasting glycemia (disorder)
10057035,Crohn's ileocolitis,71833008,Crohn's disease of small and large intestines (disorder)
10057073,Violent behavior,248004009,Physical aggression (finding)
10057079,Heterozygous familial hypercholesterolemia,238079002,Familial hypercholesterolemia - heterozygous (disorder)
10057080,Homozygous familial hypercholesterolemia,238078005,Familial hypercholesterolemia - homozygous (disorder)
10057096,Progression of pre-existing cancer,419835002,Tumor progression (finding)
10057099,Heterozygous familial hypercholesterolaemia,238079002,Familial hypercholesterolemia - heterozygous (disorder)
10057100,Homozygous familial hypercholesterolaemia,238078005,Familial hypercholesterolemia - homozygous (disorder)
10057103,Cardiac valvulopathy,368009,Heart valve disorder (disorder)
10057105,Eye laser surgery,608849003,Surgical procedure on eye proper using laser (procedure)
10057127,Hip hemiarthroplasty,386649003,Partial hip replacement by prosthesis (procedure)
10057156,Hypophysectomy,52699005,Hypophysectomy (procedure)
10057220,Acute post haemorrhagic anaemia,267530009,Acute posthemorrhagic anemia (disorder)
10057221,Acute post hemorrhagic anemia,267530009,Acute posthemorrhagic anemia (disorder)
10057224,Irritability postvaccinal,844583007,Irritability after vaccination (finding)
10057237,Post inflammatory pulmonary fibrosis,266368002,Post-inflammatory pulmonary fibrosis (disorder)
10057239,Post laminectomy syndrome,27151001,Post-laminectomy syndrome (disorder)
10057242,Post surgical hypothyroidism,27059002,Postoperative hypothyroidism (disorder)
10057257,Infected insect bite,262550002,Infected insect bite (disorder)
10057270,Neuroendocrine carcinoma,253000007,Neuroendocrine carcinoma (disorder)
10057281,Medical device complication,473023007,Complication associated with device (disorder)
10057285,Neuromuscular blocking therapy,241702005,Induction of neuromuscular blockade (procedure)
10057286,Neuromuscular blockade reversal,241703000,Reversal of neuromuscular blockade (procedure)
10057304,Uterine dilation and curettage,11401008,Dilation and curettage of uterus (procedure)
10057305,Oesophageal dilation procedure,195565004,Dilation of esophagus (procedure)
10057318,Total hysterectomy,116140006,Total hysterectomy (procedure)
10057320,Venous insufficiency,20696009,Peripheral venous insufficiency (disorder)
10057322,Intervertebral disc operation,239540005,Operation on intervertebral disc (procedure)
10057323,Lumbar laminectomy,429377005,Excision of lamina of lumbar vertebra (procedure)
10057348,Gastric ulcer surgery,173841001,Gastric ulcer operation (procedure)
10057362,Underdose,448152000,Medication dose too low (finding)
10057363,Allergic exanthema,24079001,Atopic dermatitis (disorder)
10057364,Reduced general condition,285384003,General health deterioration (finding)
10057374,Rehabilitation therapy,410083007,Rehabilitation therapy management (procedure)
10057394,Hepatitis C positive,314706002,Hepatitis C antibody detected (finding)
10057396,Thrombophilia,234467004,Thrombophilia (disorder)
10057453,Aortic dilatation,26660001,Dilatation of aorta (disorder)
10057495,Borderline hypertension,38341003,"Hypertensive disorder, systemic arterial (disorder)"
10057529,Ovarian cancer metastatic,93934004,Primary malignant neoplasm of ovary (disorder)
10057545,Anterior myocardial infarction,54329005,Acute myocardial infarction of anterior wall (disorder)
10057546,Inferior myocardial infarction,73795002,Acute myocardial infarction of inferior wall (disorder)
10057581,Tobacco user,110483000,Tobacco user (finding)
10057617,Aortic bypass,450682002,Bypass of segment of aorta (procedure)
10057631,House dust allergy,232349006,Allergy to house dust (finding)
10057644,Testis cancer,363449006,Malignant tumor of testis (disorder)
10057645,Chronic inflammatory demyelinating polyradiculoneuropathy,128209004,Chronic inflammatory demyelinating polyradiculoneuropathy (disorder)
10057654,Breast cancer female,254837009,Malignant neoplasm of breast (disorder)
10057660,Spinocerebellar ataxia,129609000,Spinocerebellar ataxia (disorder)
10057664,Injected limb mobility decreased,863955000,Injected limb mobility decreased (finding)
10057666,Anxiety disorder,197480006,Anxiety disorder (disorder)
10057667,Bipolar disorder,13746004,Bipolar disorder (disorder)
10057668,Cognitive disorder,443265004,Cognitive disorder (disorder)
10057677,Transplant,77465005,Transplantation to recipient (procedure)
10057678,Vascular dementia,429998004,Vascular dementia (disorder)
10057681,Joint arthroplasty,442095009,Repair of joint (procedure)
10057765,Procedural complication,116224001,Complication of procedure (disorder)
10057766,Therapy regimen changed,445528004,Treatment changed (situation)
10057783,Erythema polymorphe,36715001,Erythema multiforme (disorder)
10057787,Percutaneous transluminal angioplasty,5431005,Percutaneous transluminal angioplasty using fluoroscopic guidance with contrast (procedure)
10057789,Delayed anaphylactoid reaction,35001004,Non-allergic anaphylaxis (disorder)
10057840,Major depression,370143000,Major depressive disorder (disorder)
10057841,Energy decreased,248274002,Lack of energy (finding)
10057845,Hearing loss unilateral,427772009,Asymmetrical hearing loss (disorder)
10057847,Biliary sepsis,846685008,Infection of biliary tract (disorder)
10057852,Nicotine dependence,56294008,Nicotine dependence (disorder)
10057854,Cerebral toxoplasmosis,192701001,Toxoplasma encephalitis (disorder)
10057866,Erythaema polymorphe,36715001,Erythema multiforme (disorder)
10057867,Multiple drug overdose,1149222004,Overdose (disorder)
10057880,Injection site nodule,95395009,Injection site mass (disorder)
10057890,Lymph node dissection,58347006,Excision of lymph node (procedure)
10057900,Ear tube insertion,397862008,Tympanostomy (procedure)
10057903,Subacute cutaneous lupus erythematosus,239891002,Subacute cutaneous lupus erythematosus (disorder)
10057915,Diabetic macular oedema,312912001,Macular edema due to diabetes mellitus (disorder)
10057934,Diabetic macular edema,312912001,Macular edema due to diabetes mellitus (disorder)
10057959,Hepatobiliary insufficiency,59927004,Hepatic failure (disorder)
10057969,Reflux gastritis,57433008,Reflux gastritis (disorder)
10057971,Toxicodermia,95326004,Toxicoderma (disorder)
10057986,Appendiceal mucocoele,53773002,Mucocele of appendix (disorder)
10058006,Posterior vitreous detachment,247081001,Posterior vitreous detachment (disorder)
10058018,Postoperative complication,385486001,Postoperative complication (disorder)
10058019,Cancer pain,98921000119102,Pain due to neoplastic disease (finding)
10058040,Abdominal sepsis,128070006,Infectious disease of abdomen (disorder)
10058046,Post procedural complication,116224001,Complication of procedure (disorder)
10058073,Anaesthetic premedication,48674006,Premedication for anesthetic procedure (procedure)
10058075,Anesthetic premedication,48674006,Premedication for anesthetic procedure (procedure)
10058080,Staphylococcal infection,56038003,Staphylococcal infectious disease (disorder)
10058084,Precocious puberty,400179000,Precocious puberty (disorder)
10058097,Metabolic disorder,75934005,Metabolic disease (disorder)
10058108,Dyslipidaemia,370992007,Dyslipidemia (disorder)
10058110,Dyslipidemia,370992007,Dyslipidemia (disorder)
10058116,Nephrogenic anaemia,234348004,Anemia of renal disease (disorder)
10058123,Renal anaemia,234348004,Anemia of renal disease (disorder)
10058124,Nephrogenic anemia,234348004,Anemia of renal disease (disorder)
10058132,Renal anemia,234348004,Anemia of renal disease (disorder)
10058151,Pulseless electrical activity,234172002,Electromechanical dissociation (disorder)
10058163,Papuloerythematous drug eruption,28926001,Eruption caused by drug (disorder)
10058202,Cystoid macular oedema,193387007,Cystoid macular edema (disorder)
10058204,Oedema hands,102564009,Edema of hand (finding)
10058205,Azotaemia of renal origin,371019009,Azotemia due to intrarenal disease (disorder)
10058206,Azotaemia renal,371019009,Azotemia due to intrarenal disease (disorder)
10058221,Hyperlipoproteinaemia,3744001,Hyperlipoproteinemia (disorder)
10058222,Hypertensive cardiomyopathy,108701000119102,Cardiomyopathy due to hypertension (disorder)
10058246,Chronic myelogenous leukaemia,92818009,Chronic myeloid leukemia (disorder)
10058256,Goitre nodular,419153005,Nodular goiter (disorder)
10058270,Hemodynamic instability,422773005,Hemodynamic instability (finding)
10058279,Factor V Leiden mutation,307091009,Factor V Leiden mutation (disorder)
10058301,Lumbar discitis,202752002,Lumbar discitis (disorder)
10058314,Dysplasia,25723000,Dysplasia (morphologic abnormality)
10058316,Anti-infective therapy,47943005,Administration of anti-infective agent (procedure)
10058331,Atrial fibrillation with rapid ventricular response,120041000119109,Atrial fibrillation with rapid ventricular response (disorder)
10058338,Spondylarthritis,84172003,Spondylitis (disorder)
10058354,Bronchioloalveolar carcinoma,112677002,Bronchiolo-alveolar adenocarcinoma (morphologic abnormality)
10058359,Hypogonadism,48130008,Hypogonadism (disorder)
10058445,Toxic respiratory epitheliolysis,73442001,Stevens-Johnson syndrome (disorder)
10058452,Toxic epitheliolysis,73442001,Stevens-Johnson syndrome (disorder)
10058467,Lung neoplasm malignant,363358000,Malignant neoplasm of lung (disorder)
10058468,Laparoscopic surgery,73632009,Laparoscopy (procedure)
10058471,Arthroscopic surgery,13714004,Arthroscopy (procedure)
10058472,Comatose,371632003,Coma (disorder)
10058475,Arterial occlusion,2929001,Occlusion of artery (disorder)
10058554,Eisenmenger's syndrome,445928005,Eisenmenger's syndrome (disorder)
10058672,Negative thoughts,247653006,Negative automatic thoughts (finding)
10058677,Skin bleeding,297968009,Bleeding skin (finding)
10058683,Injection site stinging,95388000,Injection site pain (disorder)
10058686,Bilateral pneumonia,407671000,Bilateral pneumonia (disorder)
10058693,Exanthema generalised,725119006,Generalized rash (disorder)
10058700,IUD dislocation,12198241000119109,Malposition of intrauterine contraceptive device (disorder)
10058701,IUD migration,12198241000119109,Malposition of intrauterine contraceptive device (disorder)
10058709,Sopor,442176004,Sleep dysfunction with arousal disturbance (disorder)
10058721,Exanthema generalized,725119006,Generalized rash (disorder)
10058726,Limping,16973004,Limping (finding)
10058732,Localised itching,418290006,Itching (finding)
10058733,Localized itching,418290006,Itching (finding)
10058734,Migraine prophylaxis,408381007,Migraine prophylaxis (procedure)
10058806,Mycobacterium avium complex infection,371686006,Infection caused by Mycobacterium avium-intracellulare group (disorder)
10058825,Menopausal disorder,68811000,Menopausal problem (finding)
10058827,Hepatitis B reactivation,446698005,Reactivation of hepatitis B viral hepatitis (disorder)
10058834,Open wound,125643001,Open wound (disorder)
10058839,Enteritis infectious,55184003,Infectious inflammation of intestine (disorder)
10058840,Refusal of examination,183949008,Physical assessment examination declined (situation)
10058845,Pancreas transplant,62438007,Transplantation of pancreas (procedure)
10058862,Mastectomy bilateral,27865001,Excision of bilateral breasts (procedure)
10058863,Staphylococcus aureus bacteraemia,428763004,Bacteremia caused by Staphylococcus aureus (finding)
10058887,Staphylococcus aureus bacteremia,428763004,Bacteremia caused by Staphylococcus aureus (finding)
10058893,West's syndrome,28055006,West syndrome (disorder)
10058899,DRESS syndrome,702809001,Drug reaction with eosinophilia and systemic symptoms (disorder)
10058900,Thyroid mass,237557003,Mass of thyroid gland (finding)
10058909,Muscle relaxant therapy,416188006,Administration of muscle relaxant (procedure)
10058919,Drug rash with eosinophilia and systemic symptoms,702809001,Drug reaction with eosinophilia and systemic symptoms (disorder)
10058920,Restless legs syndrome,32914008,Restless legs (disorder)
10058953,Adenomyosis uteri,784314006,Adenomyosis of uterus (disorder)
10058970,Hyperactive bladder,786457000,Overactive urinary bladder (disorder)
10058995,Intentional misuse,361055000,Misuses drugs (finding)
10058996,Expectoration,289119003,Does expectorate (finding)
10059004,Phlegm,248595008,Sputum finding (finding)
10059027,Brugada syndrome,418818005,Brugada syndrome (disorder)
10059034,Acute myeloid leukaemia recurrent,12281000132104,Relapsing acute myeloid leukemia (disorder)
10059037,Oral lesion,1071000119107,Oral lesion (disorder)
10059040,Autologous peripheral haematopoietic stem cell transplant,425983008,Autologous peripheral blood stem cell transplant (procedure)
10059041,Allogeneic peripheral haematopoietic stem cell transplant,425843001,Allogeneic peripheral blood stem cell transplant (procedure)
10059043,Autologous peripheral hematopoietic stem cell transplant,425983008,Autologous peripheral blood stem cell transplant (procedure)
10059044,Allogeneic peripheral hematopoietic stem cell transplant,425843001,Allogeneic peripheral blood stem cell transplant (procedure)
10059057,Medical device pain,879993004,Discomfort caused by device (finding)
10059075,Sterile peritonitis,213293008,Aseptic peritonitis (disorder)
10059079,Vaccination site erythema,213338000,Injection site erythema (disorder)
10059122,Arrhythmia absoluta,17366009,Atrial arrhythmia (disorder)
10059133,Cluster headache,193031009,Cluster headache syndrome (disorder)
10059140,Large intestine carcinoma,363510005,Malignant tumor of large intestine (disorder)
10059155,Mass forming pancreatitis,75694006,Pancreatitis (disorder)
10059175,Intestinal haemorrhage,712510007,Intestinal hemorrhage (disorder)
10059176,Juvenile idiopathic arthritis,410502007,Juvenile idiopathic arthritis (disorder)
10059177,Juvenile arthritis,410502007,Juvenile idiopathic arthritis (disorder)
10059178,Intestinal hemorrhage,712510007,Intestinal hemorrhage (disorder)
10059179,Abdominal obesity,248311001,Central obesity (disorder)
10059204,Labour pain,247412007,Labor pain (finding)
10059210,Labor pain,247412007,Labor pain (finding)
10059234,Absolute neutrophil count decreased,165517008,Neutropenia (finding)
10059242,Jaw operation,14375003,Operation on mandible (procedure)
10059259,Pulmonary aspergillosis,6042001,Pulmonary aspergillosis (disorder)
10059278,Choke on medication,249489001,Choking (finding)
10059282,Metastases to central nervous system,94243009,Metastatic malignant neoplasm to central nervous system (disorder)
10059283,Sedative therapy,72641008,Administration of sedative (procedure)
10059285,Phacoemulsification,84149000,Aspiration of cataract by phacoemulsification (procedure)
10059326,Pancreatic carcinoma stage IV,1259539007,Primary carcinoma of pancreas (disorder)
10059335,Pancreatic carcinoma stage IVB,372003004,Primary malignant neoplasm of pancreas (disorder)
10059428,Postoperative infection,33910007,Postoperative infection (disorder)
10059429,Influenza immunisation,86198006,Administration of vaccine product containing only Influenza virus antigen (procedure)
10059430,Influenza immunization,86198006,Administration of vaccine product containing only Influenza virus antigen (procedure)
10059482,Neutropenic infection,46359005,Neutropenia associated with infectious disease (disorder)
10059513,Palliative care,103735009,Palliative care (regime/therapy)
10059515,Non-small cell lung cancer metastatic,423121009,"Non-small cell carcinoma of lung, TNM stage 4 (disorder)"
10059518,Pleural mesothelioma malignant,254645002,Malignant mesothelioma of pleura (disorder)
10059570,Blood alkaline phosphatase increased,166627004,Serum alkaline phosphatase above reference range (finding)
10059607,Chest cold,50417007,Lower respiratory tract infection (disorder)
10059616,Hepatopathy,235856003,Disorder of liver (disorder)
10059617,Overactive bladder,786457000,Overactive urinary bladder (disorder)
10059624,Haemorrhoid operation,235388001,Hemorrhoid operation (procedure)
10059650,Implant site infection,473048005,Infection associated with implant (disorder)
10059723,Tooth pain,27355003,Toothache (finding)
10059724,Drug-induced hypersensitivity syndrome,702809001,Drug reaction with eosinophilia and systemic symptoms (disorder)
10059802,Macroscopic haematuria,197941005,Frank hematuria (disorder)
10059823,Macroscopic hematuria,197941005,Frank hematuria (disorder)
10059848,Proctocolectomy,174059005,Excision of colon and rectum (procedure)
10059854,Trochanteric bursitis,7674000,Greater trochanteric pain syndrome (disorder)
10059864,Cardiac ablation,233159005,Ablation operation for arrhythmia (procedure)
10059866,Drug resistance,31438003,Drug resistance (disorder)
10059872,Rash trunk,271807003,Eruption of skin (disorder)
10059880,Localised feeling of warmth,373932008,Feels hot (finding)
10059881,Localized feeling of warmth,373932008,Feels hot (finding)
10059895,Urine output decreased,718403007,Decreased urine output (finding)
10060055,Antinuclear antibody positive,165850001,Anti-nuclear factor detected (finding)
10060106,Liver function test normal,166602006,Liver function tests within reference range (finding)
10060121,Squamous cell carcinoma of head and neck,716659002,Squamous cell carcinoma of head and neck (disorder)
10060347,Factor V Leiden heterozygote,307116001,Heterozygous Factor V Leiden mutation (disorder)
10060359,Azotaemia prerenal,445646001,Prerenal azotemia (disorder)
10060369,Chronic myeloid leukaemia without mention of remission,92818009,Chronic myeloid leukemia (disorder)
10060375,Hypercholesteraemia,13644009,Hypercholesterolemia (disorder)
10060385,Hypoglycaemic episode,302866003,Hypoglycemia (disorder)
10060424,Syndrome uraemic,445009001,Azotemia (disorder)
10060471,Haematopoiesis depressed,445961003,Ineffective hematopoiesis (finding)
10060539,Frank hematuria,197941005,Frank hematuria (disorder)
10060544,Hematochezia,405729008,Hematochezia (finding)
10060546,Hematocrit low,165414004,Hematocrit below reference range (finding)
10060555,Acute lymphoid leukemia,91857003,"Acute lymphoid leukemia, disease (disorder)"
10060559,Anemic,271737000,Anemia (disorder)
10060573,Candidemia,432261003,Candidemia (disorder)
10060576,Chronic lymphoid leukemia,92814006,"Chronic lymphoid leukemia, disease (disorder)"
10060601,Hematopoiesis decreased,445961003,Ineffective hematopoiesis (finding)
10060608,Hemolysis aggravated,73320003,Hemolysis (finding)
10060612,Hemophilia A,28293008,Hereditary factor VIII deficiency disease (disorder)
10060614,Hemophilia B (Factor IX),41788008,Hereditary factor IX deficiency disease (disorder)
10060633,Hemopoiesis decreased,445961003,Ineffective hematopoiesis (finding)
10060634,Hemopoiesis impaired,445961003,Ineffective hematopoiesis (finding)
10060635,Hemopoiesis suppressed,307762000,Bone marrow depression (disorder)
10060639,Hemorrhoid ligation,84282008,Simple ligature of hemorrhoid (procedure)
10060689,Exercise-induced anaphylaxis,241952007,Exercise anaphylaxis (disorder)
10060690,Traumatic brain injury,127295002,Traumatic brain injury (disorder)
10060696,Presbyoesophagus,235634004,Presbyesophagus (disorder)
10060697,Arthritis flare up,11939005,Acute arthritis (disorder)
10060707,MALT lymphoma,445269007,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (disorder)
10060708,Induration,45147008,Induration (morphologic abnormality)
10060731,Non-sustained ventricular tachycardia,444658006,Nonsustained ventricular tachycardia (disorder)
10060732,Rheumatoid arthritis flare up,201791009,Flare of rheumatoid arthritis (disorder)
10060734,Diabetic foot,280137006,Diabetic foot (disorder)
10060738,Intervertebral discitis,2304001,Discitis (disorder)
10060769,Therapeutic product ineffective,266721009,Absent response to treatment (situation)
10060771,Urticaria localised,126485001,Urticaria (disorder)
10060773,Urticaria localized,126485001,Urticaria (disorder)
10060785,Gastric banding,414574004,Laparoscopic adjustable gastric banding (procedure)
10060787,Sulfonamide allergy,91939003,Allergy to sulfonamide (finding)
10060795,Hepatic enzyme increased,707724006,Liver enzymes level above reference range (finding)
10060800,Hot flush,238810007,Flushing (disorder)
10060802,Abdominal hernia repair,238192002,Repair of ventral hernia (procedure)
10060820,Joint injury,125610000,Joint injury (disorder)
10060823,Choroidal neovascularisation,75971007,Choroidal retinal neovascularization (disorder)
10060837,Choroidal neovascularization,75971007,Choroidal retinal neovascularization (disorder)
10060850,Gastric adenoma,1269462009,Benign adenoma of stomach (disorder)
10060862,Prostate cancer,254900004,Carcinoma of prostate (disorder)
10060872,Transplant failure,269295009,Transplanted organ failure (disorder)
10060880,Monoclonal gammopathy,109983007,Monoclonal gammopathy (disorder)
10060889,Tinea infection,47382004,Dermatophytosis (disorder)
10060891,General symptom,162432007,Symptom: generalized (finding)
10060909,Impulsive behavior,405067000,Self-control: impulsive behavior (observable entity)
10060933,Adverse event,281647001,Adverse reaction (disorder)
10060945,Bacterial infection,87628006,Bacterial infectious disease (disorder)
10060946,Pneumonia bacterial,53084003,Bacterial pneumonia (disorder)
10060954,Abdominal hernia,52515009,Hernia of abdominal cavity (disorder)
10060961,Appetite disorder,289163007,Appetite problem (finding)
10060963,Arterial disorder,359557001,Disorder of artery (disorder)
10060965,Arterial stenosis,726490008,Stenosis of artery (disorder)
10061011,Bladder disorder,42643001,Disorder of urinary bladder (disorder)
10061016,Blood test abnormal,151271000119102,Abnormal blood test (finding)
10061017,Bone infection,111253001,Infection of bone (disorder)
10061019,Brain neoplasm,126952004,Neoplasm of brain (disorder)
10061021,Breast disorder,79604008,Disorder of breast (disorder)
10061024,Cardiac disorder,56265001,Heart disease (disorder)
10061026,Cardiac operation,64915003,Operation on heart (procedure)
10061030,Brain tumour,126952004,Neoplasm of brain (disorder)
10061041,Chlamydial infection,105629000,Chlamydial infection (disorder)
10061045,Colon neoplasm,126838000,Neoplasm of colon (disorder)
10061046,Communication disorder,278919001,Communication disorder (disorder)
10061087,Connective tissue disorder,105969002,Disorder of connective tissue (disorder)
10061105,Dialysis,108241001,Dialysis procedure (procedure)
10061111,Drug abuser,361055000,Misuses drugs (finding)
10061114,Economic problem,160932005,Financial problem (finding)
10061124,Enterococcal infection,406574007,Infection caused by Enterococcus (disorder)
10061129,Eye movement disorder,45030009,Disorder of eye movements (disorder)
10061138,Fungal peritonitis,235986006,Fungal peritonitis (disorder)
10061159,Foot deformity,229844004,Deformity of foot (finding)
10061160,Foot operation,61661004,Operative procedure on foot (procedure)
10061161,Pelvic fracture,77493009,Fracture of pelvis (disorder)
10061164,Gastric mucosal lesion,879977008,Lesion of gastric mucosa (disorder)
10061169,Embolism,414086009,Embolism (disorder)
10061172,Gastrointestinal injury,47771009,Injury of gastrointestinal tract (disorder)
10061173,Gastrointestinal motility disorder,43732005,Deranged intestinal motility (finding)
10061182,Genitourinary tract infection,189176002,Infectious disease of genitourinary system (disorder)
10061184,Germ cell cancer,145831000119103,Primary malignant germ cell neoplasm (disorder)
10061200,Heart injury,86175003,Injury of heart (disorder)
10061216,Infarction,55641003,Infarct (morphologic abnormality)
10061218,Inflammation,409774005,Inflammatory morphology (morphologic abnormality)
10061222,Ligament disorder,60492000,Disorder of ligament (disorder)
10061224,Limb discomfort,90834002,Pain in limb (finding)
10061226,Limb operation,363187007,Limb operation (procedure)
10061227,Lipid metabolism disorder,267431006,Disorder of lipid metabolism (disorder)
10061229,Lung infection,128601007,Infectious disease of lung (disorder)
10061232,Lymphoproliferative disorder,277466009,Lymphoproliferative disorder (disorder)
10061246,Intervertebral disc degeneration,77547008,Degeneration of intervertebral disc (disorder)
10061247,Intestinal functional disorder,81120009,Functional disorder of intestine (disorder)
10061255,Ischaemia,52674009,Ischemia (disorder)
10061256,Ischaemic stroke,422504002,Ischemic stroke (disorder)
10061257,Jaw disorder,37156001,Disorder of jaw (disorder)
10061265,Learning disorder,1855002,Developmental academic disorder (disorder)
10061270,Malignant respiratory tract neoplasm,449096009,Malignant neoplasm of respiratory system (disorder)
10061271,Malignant soft tissue neoplasm,269469005,Malignant neoplasm of soft tissue (disorder)
10061273,Malnutrition,2492009,Nutritional disorder (disorder)
10061275,Mantle cell lymphoma,443487006,Mantle cell lymphoma (disorder)
10061284,Mental disorder,74732009,Mental disorder (disorder)
10061296,Motor dysfunction,52559000,Motor dysfunction (finding)
10061300,Mycoplasma infection,186464008,Mycoplasma infection (disorder)
10061304,Nail infection,238408000,Infection of nail (disorder)
10061309,Neoplasm progression,419835002,Tumor progression (finding)
10061318,Oesophageal disorder,37657006,Disorder of esophagus (disorder)
10061323,Optic neuropathy,77157004,Disorder of optic nerve (disorder)
10061324,Oral fungal infection,235068006,Oral mucosal fungal disease (disorder)
10061328,Ovarian epithelial cancer,254849005,Malignant epithelial tumor of ovary (disorder)
10061334,Partial seizures,29753000,Focal onset epileptic seizure (finding)
10061353,Pneumococcal infection,16814004,Pneumococcal infectious disease (disorder)
10061354,Pneumonia fungal,233613009,Fungal pneumonia (disorder)
10061355,Poisoning,75478009,Poisoning (disorder)
10061365,Skull fracture,71642004,Fracture of skull (disorder)
10061367,Spinal cord disorder,48522003,Spinal cord disorder (disorder)
10061368,Spinal disorder,410730009,Disorder of spinal region (disorder)
10061371,Spondylitis,84172003,Spondylitis (disorder)
10061372,Streptococcal infection,85769006,Streptococcal infectious disease (disorder)
10061373,Sudden hearing loss,79471008,Sudden hearing loss (disorder)
10061392,Tumour excision,370612006,Excision of neoplasm (procedure)
10061394,Upper limb fracture,23406007,Fracture of upper limb (disorder)
10061406,Cardiac valve disease,368009,Heart valve disorder (disorder)
10061422,Abnormal behaviour,25786006,Abnormal behavior (finding)
10061428,Decreased appetite,64379006,Decrease in appetite (finding)
10061451,Colorectal cancer,1286877004,Malignant neoplasm of cecum and/or colon and/or rectum (disorder)
10061457,Facial nerve disorder,422426003,Facial nerve disorder (disorder)
10061461,Erectile dysfunction,860914002,Erectile dysfunction (disorder)
10061471,Pseudomonas infection,63398001,Bacterial infection caused by Pseudomonas (disorder)
10061472,Psychiatric symptom,75864003,Psychiatric symptom (finding)
10061481,Renal injury,40095003,Injury of kidney (disorder)
10061482,Renal neoplasm,126880001,Neoplasm of kidney (disorder)
10061521,Intervertebral disc disorder,36427004,Intervertebral disc disorder (disorder)
10061524,Inner ear disorder,232297009,Disorder of inner ear (disorder)
10061529,Polyp,441456002,Polyp (disorder)
10061532,Mitral valve disease,11851006,Mitral valve disorder (disorder)
10061535,Ovarian neoplasm,123843001,Neoplasm of ovary (disorder)
10061536,Parkinson's disease,49049000,Parkinson's disease (disorder)
10061542,Radiotherapy to brain,428412000,Radiotherapy to head (procedure)
