ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_IND_CODE_CD,PROJECT_IND_NAME_NM,PROJECT_IND_DESCRIPTION_DESC,PROJECT_IND_RESPONSIBLE,PROJECT_IND_STATUS,PROJECT_IND_STATUS_DETAILED,CLINICAL_IND,MEDICAL_THERAPEUTIC_AREA,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,PROJECT_IND_PHASE,STATE
173354,6809d361c764064e0d2a04e4,PIN0000000U7YT,SAR448501_IND005,ANCA-AV,Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,BE,To be Validated,To be Validated,10086756,C,MDM,2025-04-24 06:00:00.000,2026-01-15 08:27:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
173349,6809d361c764064e0d2a04e0,PIN0000000U7YP,SAR448501_IND003,SSc,Systemic sclerosis,BE,To be Validated,To be Validated,10042953,D,MDM,2025-04-24 06:00:00.000,2026-01-15 08:25:44.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
173350,6809d361c764064e0d2a04e2,PIN0000000U7YR,SAR448501,RR B-cell NHL,Relapsed/Refractory B Cell Non-Hodgkin Lymphoma,BE,Ongoing,Ongoing,10029547,,MDM,2025-04-24 06:00:00.000,2025-04-24 06:00:00.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Phase 1,ACTIVE
173351,6809d361c764064e0d2a04e1,PIN0000000U7YQ,SAR448501_IND004,DM / PM,DM/PM Myositis (Dermatomyositis),BE,To be Validated,To be Validated,10012503,M,MDM,2025-04-24 06:00:00.000,2026-01-15 08:25:54.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
173352,6809d361c764064e0d2a04e3,PIN0000000U7YS,SAR448501_IND002,LN,Lupus nephritis,BE,To be Validated,To be Validated,10025140,M,MDM,2025-04-24 06:00:00.000,2026-01-15 08:25:04.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
172600,68033a37dbca810ff99862d5,PIN0000000TSJ4,SAR444671_IND019,Sjogren's,Sjogren's Syndrome,BE,Not Validated,Not Validated,10040767,M,MDM,2025-04-19 05:52:54.000,2025-11-26 08:37:51.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
167980,67f8ae46211b2962e540ec2c,PIN0000000TD3T,SAR448555_IND001,Crohn,Ulcerative Colitis,BE,Ongoing,Ongoing,10009900,A,MDM,2025-04-11 05:53:10.000,2026-01-24 06:51:23.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Preclinical,ACTIVE
167981,67f8ae45211b2962e540ebfc,PIN0000000TD3R,LC81653_IND001,AMD - Geo atrophy,Age-related macular degeneration - Geographic Atrophy,CS,Ongoing,Ongoing,10063947,,MDM,2025-04-11 05:53:09.000,2025-11-21 06:53:26.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167982,67f8ae45211b2962e540ebf0,PIN0000000TD3Q,LC81651_IND001,AD,Atopic Dermatitis,CF,Ongoing,Ongoing,10012438,,MDM,2025-04-11 05:53:09.000,2026-01-22 06:50:44.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167983,67f8ae45211b2962e540ebe4,PIN0000000TD3P,LC81652_IND001,AMD - Geo atrophy,Age-related macular degeneration - Geographic Atrophy,CS,Ongoing,Ongoing,10063947,,MDM,2025-04-11 05:53:09.000,2025-12-18 06:51:35.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167984,67f8ae46211b2962e540ec08,PIN0000000TD3S,SAR231893_IND039,AD 800mg Q4W HAase,Atopic Dermatitis 800mg Q4W hyaluronidase,BE,To be Validated,To be Validated,10012438,D,MDM,2025-04-11 05:53:10.000,2026-01-22 06:50:30.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
167490,67f60b46bc1b146a6c07c2d8,PIN0000000T5DV,LC81650_IND001,Asthma,Asthma,CF,Ongoing,Ongoing,10003553,,MDM,2025-04-09 05:53:10.000,2026-01-16 06:51:34.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167491,67f60b47bc1b146a6c07c302,PIN0000000T5DX,LC81650_IND003,AD,Atopic Dermatitis,CF,Ongoing,Ongoing,10012438,,MDM,2025-04-09 05:53:11.000,2025-11-01 06:54:26.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167586,67f60b47bc1b146a6c07c2f6,PIN0000000T5DW,LC81650_IND002,COPD,Chronic Obstructive Pulmonary Disease,CF,Ongoing,Ongoing,10009033,,MDM,2025-04-09 05:53:11.000,2025-11-01 06:54:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
167411,67f4b8ffbffe1366eebe6d45,PIN0000000SXO0,SAR447873_IND004,1L SCLC,1L SCLC - Not Validated,BG,Not Validated,Not Validated,10041071,L,MDM,2025-04-08 05:49:50.000,2025-11-27 06:50:46.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
166619,67ee2250055db5092a81a4dd,PIN0000000SI8G,SAR448447_IND001,RA,Rheumatoid Arthritis,BE,Ongoing,Ongoing,10039073,M,MDM,2025-04-03 05:53:20.000,2026-01-24 06:50:34.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-candidate,ACTIVE
166288,67eb7f3cde473023c4ce6082,PIN0000000SAIR,LC81649_IND001,T1DM,Type 1 Diabetes,CE,Ongoing,Ongoing,10067584,,MDM,2025-04-01 05:53:00.000,2025-12-06 06:52:47.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
166289,67eb7f3dde473023c4ce60a0,PIN0000000SAIT,SAR446523_IND005,RRMM - 3x expo w/Mezigdomide,Triple-class exposed RRMM Combo Mezigdomide,BG,To be Validated,To be Validated,10086466,L,MDM,2025-04-01 05:53:01.000,2025-12-12 06:51:10.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
166192,67eb7f3dde473023c4ce608e,PIN0000000SAIS,SAR444671_IND018,Asthma - Add-on Bio,Asthma - Add On to Biologics - Adult & Ped - 12-17 years,BE,To be Validated,To be Validated,10003553,R,MDM,2025-04-01 05:53:00.000,2025-11-25 06:54:30.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
165349,67e2524253bdb1509bdb31cb,PIN0000000S2SW,POLY_LA_INDIC_OTHERS,,Indication for Others file,LA,,,,,MDM,2025-03-25 06:50:42.000,2025-04-12 05:50:58.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
165350,67e2524253bdb1509bdb31ce,PIN0000000S2SZ,RP_CQ_INDIC_OTHERS,,Indication for Others file,CQ,,,,,MDM,2025-03-25 06:50:42.000,2025-04-12 05:51:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
165232,67e2524253bdb1509bdb31cc,PIN0000000S2SX,RP_LA_INDIC_OTHERS,,Indication for Others file,LA,,,,,MDM,2025-03-25 06:50:42.000,2025-03-25 06:50:42.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
165233,67e2524253bdb1509bdb31cd,PIN0000000S2SY,POLY_BT_INDIC_OTHERS,,Indication for Others file,BT,,,,,MDM,2025-03-25 06:50:42.000,2025-04-12 05:50:50.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
164727,67dd0c225991b661eed5c922,PIN0000000RV34,SAR447873_IND002,2L SCLC,2L SCLC - Not Validated,BG,Not Validated,Not Validated,10041071,L,MDM,2025-03-21 06:50:10.000,2025-11-27 06:51:47.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
164421,67da6922c842856ba375cfda,PIN0000000RNDC,SP0277_IND017,2030 M0 mRNA 2,New Target M0 - 2030 mRNA 2,,To be Validated,To be Validated,10021430,VACC,MDM,2025-03-19 06:50:10.000,2026-01-24 06:50:25.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-M0,ACTIVE
164422,67da6922c842856ba375cfdb,PIN0000000RNDD,SP0277_IND018,2031 M0 mRNA,New Target M0 - 2031 mRNA,,To be Validated,To be Validated,10021430,VACC,MDM,2025-03-19 06:50:10.000,2026-01-24 06:51:15.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-M0,ACTIVE
164238,67d917aa25b76a2867b5f916,PIN0000000RFNN,SAR440340_IND009,ANCA-AV,Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,BE,To be Validated,To be Validated,10086756,C,MDM,2025-03-18 06:50:17.000,2025-12-06 06:53:12.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
164239,67d917aa25b76a2867b5f914,PIN0000000RFNL,SAR440340_IND010,PAH,Pulmonary Hypertension,BE,To be Validated,To be Validated,10064911,R,MDM,2025-03-18 06:50:17.000,2026-01-21 06:50:26.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
164240,67d917aa25b76a2867b5f913,PIN0000000RFNK,SAR440340_IND008,EoE,Eosinophilic Esophagitis,BE,Ongoing,Ongoing,10064212,A,MDM,2025-03-18 06:50:17.000,2025-11-06 06:51:23.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
164126,67d917aa25b76a2867b5f915,PIN0000000RFNM,LC81648_IND001,Parkinson,Parkinson's Disease,CH,Ongoing,Ongoing,10061536,,MDM,2025-03-18 06:50:17.000,2026-01-24 06:50:00.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
163382,67d12eadb4f5e73a0886feeb,PIN0000000R7XU,SAR445877_IND010,1L Melanoma w/aCTLA4,1L Melanoma - Combo anti-CTLA4,BG,To be Validated,To be Validated,10025650,L,MDM,2025-03-12 06:50:20.000,2025-09-05 05:52:19.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
163362,67d12eadb4f5e73a0886feec,PIN0000000R7XV,SAR445877_IND011,1L CRC w/aCTLA4,1L Colorectal Cancer - Combo anti-CTLA4,BG,To be Validated,To be Validated,10061451,L,MDM,2025-03-12 06:50:20.000,2025-09-05 05:52:44.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
163363,67d12eadb4f5e73a0886fee9,PIN0000000R7XS,SAR153191_IND016,RA – IV – US,Rheumatoid Arthritis - IV - US,BE,Ongoing,Ongoing,10039073,M,MDM,2025-03-12 06:50:20.000,2025-12-23 06:51:02.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
163384,67d12eadb4f5e73a0886feea,PIN0000000R7XT,SAR444671_IND017,CVID,Common Variable Immune Deficiency,BH,To be Validated,To be Validated,10010112,B,MDM,2025-03-12 06:50:20.000,2026-01-10 06:52:44.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
161544,67c6a2a72a393176a23417e1,PIN0000000QKSG,DC01315_IND001,,Indication for Others file,BF,,,,,MDM,2025-03-04 06:50:15.000,2025-04-12 05:50:30.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
161545,67c6a2a72a393176a23417e2,PIN0000000QKSH,SIC00802_IND001,,Indication for Others file,HB,,,,,MDM,2025-03-04 06:50:15.000,2025-12-20 06:50:08.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
160861,67c00b2309e728242347d85f,PIN0000000Q5CY,SAR448337_IND001,Solid Tumors,Solid Tumors,BG,Ongoing,Ongoing,10065252,L,MDM,2025-02-27 06:50:10.000,2026-01-24 06:51:12.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Preclinical,ACTIVE
160863,67c00b2309e728242347d85e,PIN0000000Q5CX,LC81404_IND002,Fibrosis,Renal fibrosis,CF,Ongoing,Ongoing,10064911,,MDM,2025-02-27 06:50:10.000,2025-11-01 06:54:16.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
160864,67c00b2309e728242347d85d,PIN0000000Q5CW,LC81361_IND004,BP,Bullous Pemphigoid,CS,Stopped,Stopped inactive,10034277,,MDM,2025-02-27 06:50:10.000,2025-05-15 05:51:52.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
160689,67beb9aa4aac2a1358a5b3e0,PIN0000000PXN4,SP0206_IND008,2025 M0 non mRNA,New Target M0 - 2025 non mRNA - Shingles,,To be Validated,To be Validated,10021430,VACC,MDM,2025-02-26 06:50:18.000,2025-12-09 06:51:43.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-M0,ACTIVE
160342,67bd686a5f60522370efe8f7,PIN0000000PPXG,SAR443579_IND009,MRD- HSCT,AML - Minimal Residual Disease- pre-Hematopoietic Stem Cell Transplantation,BG,Not Validated,Not Validated,10000880,L,MDM,2025-02-25 06:51:22.000,2025-12-19 06:51:10.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
160343,67bd686a5f60522370efe903,PIN0000000PPXH,SAR448188_IND002,nHCM,Non-obstructive hypertrophic cardiomyopathy,BJ,Ongoing,Ongoing,10020871,C,MDM,2025-02-25 06:51:22.000,2026-01-23 06:50:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Phase 3,ACTIVE
160344,67bd68685f60522370efe8b5,PIN0000000PPXF,LC81646_IND001,Alzheimer,Alzheimer's Disease,CH,Ongoing,Ongoing,10001896,,MDM,2025-02-25 06:51:20.000,2026-01-13 06:51:22.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
159963,67ad978a91f9eb1408ee4aa9,PIN0000000PI7K,LC80014_IND005,COPD,Crohn's disease,CF,Ongoing,Ongoing,10011401,,MDM,2025-02-13 06:56:09.000,2025-11-11 06:50:53.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
159678,67a6feb8ce4cb2483ca8d308,PIN0000000PAHS,SAR448289_IND001,Alzheimer,Alzheimer's disease,BF,Ongoing,Ongoing,10001896,N,MDM,2025-02-08 06:50:32.000,2026-01-22 06:50:17.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Preclinical,ACTIVE
159414,67a45bacfa2d9462a5a26ce0,PIN0000000P2S0,SP0337_IND001,CRC,Colorectal cancer,,Ongoing,Ongoing,10061451,VACC,MDM,2025-02-06 06:50:20.000,2026-01-16 06:51:31.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,M0-M2,ACTIVE
159256,67a1b8a94b6016337e77d03c,PIN0000000OV29,SAR448272_IND001,AD,Atopic Dermatitis,BE,Ongoing,Ongoing,10012438,D,MDM,2025-02-04 06:50:16.000,2026-01-22 06:50:20.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Preclinical,ACTIVE
159257,67a1b8a94b6016337e77d03b,PIN0000000OV28,RC01603_IND001,,Indication for Others file,CF,,,,,MDM,2025-02-04 06:50:16.000,2025-10-23 05:50:21.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157595,67875ac0a00cd27e2261dcda,PIN0000000NKRK,INDICATION_ADC_ONCO_DISCO_DH,,Serie for ADC Oncology Disco (Stopped template following new strategy),C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-02 05:53:32.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157596,67875ac0a00cd27e2261dcdf,PIN0000000NKRP,INDICATION_BIO_ONCO_DISCO_DH,,Serie for Bio Oncology Disco,C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:51.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157597,67875ac0a00cd27e2261dcde,PIN0000000NKRO,INDICATION_BIO_DISCO_DH,,Serie for Bio Disco,C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:47.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157598,67875ac0a00cd27e2261dcdd,PIN0000000NKRN,SAR448188_IND001,oHCM,Obstructive hypertrophic cardiomyopathy,BJ,Completed,Completed active,10020871,C,MDM,2025-01-15 06:50:39.000,2025-12-20 06:51:14.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,LCM,ACTIVE
157599,67875ac0a00cd27e2261dcdc,PIN0000000NKRM,INDICATION_SMALL_MOL_ONCO_DISCO_DH,,Serie for small molecule Oncology Disco,C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:30.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157600,67875ac0a00cd27e2261dce0,PIN0000000NKRQ,INDICATION_GENETH_DISCO_DH,,Serie for Bio Disco,C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:49.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157601,67875ac0a00cd27e2261dce1,PIN0000000NKRR,INDICATION_SMALL_MOL_DISCO_DH,,Serie for small molecule Disco,C,Ongoing,Ongoing,,,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:50.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157689,67875ac0a00cd27e2261dcdb,PIN0000000NKRL,INDICATION_SMALL_MOL_ONCO_DEV_DH,,Indication for small molecule Oncology Development,BG,To be Validated,To be Validated,,L,MDM,2025-01-15 06:50:39.000,2025-04-12 05:50:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157335,6780c384616c9070897b71b9,PIN0000000ND1S,LC81645_IND002,BP,Bullous Pemphigoid,CF,Ongoing,Ongoing,10034277,,MDM,2025-01-10 06:51:47.000,2025-05-08 05:54:24.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157336,6780c384616c9070897b71ba,PIN0000000ND1T,LC81645_IND003,PV,Pemphigus Vulgaris,CF,Ongoing,Ongoing,10034280,,MDM,2025-01-10 06:51:47.000,2025-05-08 05:54:22.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
157087,677e2061a9e9596af62957a1,PIN0000000N5C1,SAR445514_IND011,NDMM Ti w/SAR446523+Lena,NDMM Transplant Non Eligible Combo SAR446523 + Lenalidomide,BG,Not Validated,Not Validated,10028228,L,MDM,2025-01-08 06:51:13.000,2025-04-12 05:50:52.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
157088,677e2061a9e9596af62957a0,PIN0000000N5C0,SAR445514_IND010,NDMM Te MRD w/SAR446523,NDMM Transplant Eligible Minimal Residual Disease maint Combo SAR446523,BG,Not Validated,Not Validated,10028228,L,MDM,2025-01-08 06:51:13.000,2025-04-12 05:50:58.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
156270,6767b6d36f2968570e438a05,PIN00000001I0V,LC81644_IND001,Alopecia Areata,Alopecia Areata,CF,Ongoing,Ongoing,10001761,,MDM,2024-12-22 06:50:59.000,2025-12-20 06:50:17.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156271,6767b6d36f2968570e438a11,PIN00000001I0W,LC81644_IND003,Celiac Disease,Celiac Disease,CF,Ongoing,Ongoing,10007864,,MDM,2024-12-22 06:50:59.000,2025-11-01 06:54:15.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156272,6767b6d36f2968570e438a29,PIN00000001I0Y,LC81644_IND005,IBD,Inflammatory Bowel Disease,CF,Ongoing,Ongoing,10021972,,MDM,2024-12-22 06:50:59.000,2025-11-01 06:54:18.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156273,6767b6d26f2968570e4389ed,PIN00000001I0T,RC01602_IND001,,Indication for Others file,CF,,,,,MDM,2024-12-22 06:50:58.000,2025-05-23 05:50:50.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156274,6767b6d36f2968570e438a35,PIN00000001I0Z,LC81644_IND006,T1DM,Type 1 Diabetes,CF,Ongoing,Ongoing,10067584,,MDM,2024-12-22 06:50:59.000,2025-11-01 06:54:41.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156275,6767b6d26f2968570e4389d5,PIN00000001I0R,LC81643_IND001,Glaucoma,Glaucoma,CS,Ongoing,Ongoing,10018304,,MDM,2024-12-22 06:50:58.000,2025-12-20 06:50:46.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156276,6767b6d46f2968570e438a4d,PIN00000001I11,RC01202_IND001,,Indication for Others file,CH,Stopped,Stopped inactive,,,MDM,2024-12-22 06:51:00.000,2025-04-12 05:51:08.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156269,6767b6d36f2968570e438a1d,PIN00000001I0X,LC81644_IND004,Asthma,Asthma,CF,Ongoing,Ongoing,10003553,,MDM,2024-12-22 06:50:59.000,2025-11-01 06:54:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156277,6767b6d36f2968570e438a41,PIN00000001I10,LC81645_IND001,Sjogren's,Sjogren's Syndrome,CF,Ongoing,Ongoing,10040767,,MDM,2024-12-22 06:50:59.000,2025-05-07 05:53:04.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156278,6767b6d36f2968570e4389f9,PIN00000001I0U,LC81642_IND001,Glaucoma,Glaucoma,CS,Stopped,Stopped active,10018304,,MDM,2024-12-22 06:50:59.000,2025-12-18 06:52:19.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
156279,6767b6d26f2968570e4389e1,PIN00000001I0S,LC81644_IND002,Vitiligo,Vitiligo,CF,Ongoing,Ongoing,10047642,,MDM,2024-12-22 06:50:58.000,2025-11-01 06:54:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
155720,675d2b03e31db44a4f35020b,PIN00000001AAP,SAR447189_IND006,Crohn - Ped,Crohn's Disease - Ped - 2-17years,BE,To be Validated,To be Validated,10011401,A,MDM,2024-12-14 06:51:46.000,2025-05-01 05:52:33.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155842,675d2b03e31db44a4f35020a,PIN00000001AAO,SAR447189_IND005,UC - Ped,Ulcerative Colitis - Ped - 2-17years,BE,To be Validated,To be Validated,10009900,A,MDM,2024-12-14 06:51:46.000,2025-08-09 05:53:10.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155501,675bd9420cfcea379450a838,PIN000000012KX,SAR446878_IND004,CAR-T naive lymphoma,Aggressive lymphoma CART naive,BG,Not Validated,Not Validated,10029547,L,MDM,2024-12-13 06:50:42.000,2025-11-25 06:54:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155502,675bd9420cfcea379450a839,PIN000000012KY,SAR446878_IND003,FL,Follicular lymphoma,BG,Not Validated,Not Validated,10029547,L,MDM,2024-12-13 06:50:42.000,2025-11-25 06:54:22.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155503,675bd9420cfcea379450a837,PIN000000012KW,SAR446878_IND002,MCL,Mantle cell lymphoma,BG,Not Validated,Not Validated,10029547,L,MDM,2024-12-13 06:50:42.000,2025-11-25 06:54:39.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155197,6757e4c313731f3464c07c24,PIN00000000N5C,SAR650984_IND036,RRMM w/Sonrotoclax,RRMM Combo Sonrotoclax,BG,Not Validated,Not Validated,10086466,L,MDM,2024-12-10 06:50:43.000,2025-09-09 05:51:10.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155198,6757e4c313731f3464c07c26,PIN00000000N5E,SAR650984_IND037,NDMM Ti w/Sonrotoclax,NDMM Ti Combo Sonrotoclax,BG,Not Validated,Not Validated,10028228,L,MDM,2024-12-10 06:50:43.000,2025-09-09 05:51:47.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
155199,6757e4c313731f3464c07c25,PIN00000000N5D,SAR650984_INDXXX,,RRMM Combo BCL2-d,BG,Not Validated,Not Validated,,L,MDM,2024-12-10 06:50:43.000,2024-12-10 06:50:43.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
154711,67514d3549e147255584f7ea,PIN00000000FFL,GMU HSC (sickle cell),,GMU HSC - CMC support - mRNA CoE Contribution,,,,,,MDM,2024-12-05 06:50:28.000,2025-04-12 05:50:28.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
