TVP_PROF_ID,TITLE,ATTRIBUTE NAME,INDICATION,PROJECT CODE,PROJECT NAME,COMMENTS,STATUS,CREATED BY,MODIFIED BY,CREATED,MODIFIED
579,That will,Prescribers,SAR443765_IND002,SAR443765,lunsekimig,"More efficacious treatment option for patients with inadequately controlled CRSwNP
Fewer surgeries and repeat surgeries
Fewer disease-related patient side effects (pain and sleep disturbances)
Well-tolerated with few infections
Safety profile makes long-term use possible
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:13:00.000,2025-01-20 15:14:00.000
578,Our product is,Versus future SoC/Main Competitors,SAR443765_IND002,SAR443765,lunsekimig,"Indirect treatment comparison 
Better efficacy with higher change in NPS and nasal congestion / obstruction (0-3) from baseline at Week 52
Higher reduction in need for systemic steroid use and surgery at Week 52
Statistically significant improvement in sense of smell (UPSIT) Similar dosing (SC, Q4W)
Similar safety profile
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:13:00.000,2025-01-20 15:14:00.000
577,Our product is,Versus current SoC,SAR443765_IND002,SAR443765,lunsekimig,"Indirect treatment comparison 
Similar change in NPS 
Better nasal congestion / obstruction (0-3) from baseline at Week 24 and Week 52
Higher change in LMK-CT (0-24) at Week 24 
Better reduction in systemic steroid use; similar improvement in sense of smell and reduction in need for surgery at Week 52
More convenient dosing schedule of Q4W vs Q2W
Similar safety profile
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:13:00.000,2025-01-20 15:14:00.000
161,That will,Payers,SAR650984_IND035,SAR650984,Sarclisa,"Potential for best-in-class efficacy & safety benefit in a moderate unmet need space
Best-in-class CAR T safety can allow broader population to benefit and alleviate administration costs (e.g., CRS management)
Safety benefit in maintenance can be a differentiator esp. for elderly / frail patients; shorter maintenance can create cost savings
Durability of benefit after one-time CAR T therapy to be scrutinized to ensure similar or better durability vs. other modalities (e.g., quads, TCE combinations)
Ex-US, clear definition of unmet needs and target patient population as well as selection of an appropriate/relevant comparator within the treatment strategy will be critical for HTA; MRD not yet accepted by payers and PFS will be required
Fallback strategies to show benefit in higher risk subgroups (requiring pre-specified analyses) can provide opportunity to position in areas of higher unmet need with greater willingness to pay
",Published,Stephanie.Rayet@sanofi.com,Stephanie.Rayet@sanofi.com,2024-10-07 23:13:00.000,2024-10-23 19:55:00.000
576,Who,,SAR443765_IND002,SAR443765,lunsekimig,"Need to reduce severity of nasal polyps and extent of nasal congestion to reduce need for long-term systemic steroid use and/or surgery and improve sense of smell, leading to overall improved quality of life

",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:13:00.000,2025-01-20 15:14:00.000
581,That will,Payers,SAR443765_IND002,SAR443765,lunsekimig,"Fewer surgeries/repeat surgeries and healthcare resource utilization
Similar drug budget impact vs available treatment options
Improvement in QoL
Similar patient population to current SOC (adults with inadequately controlled CRSwNP)
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:13:00.000,2025-01-20 15:14:00.000
323,For,,,SAR446959,MAC,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2024-10-24 17:06:00.000,2024-10-24 17:39:00.000
582,For,,SAR443765_IND003,SAR443765,lunsekimig,"Patients with moderate to severe COPD with an eosinophilic phenotype (≥ 150 cells/mL)
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
164,Our product is,Versus current SoC,SAR650984_IND034,SAR650984,Sarclisa,"the best combo of CD38+BCMA TCE in terms of efficacy, safety and ease of administration

Co primary - CR-MRD neg within 12 months: 55%
Co primary - median PFS=150 months (HR=0.6)*
Secondary - OS: mOS=15.7 years (HR=0.675)*
PI / dex-free maintenance treatment improving safety/tolerability
MRD guided maintenance limiting TCE exposure
",Published,Stephanie.Rayet@sanofi.com,Stephanie.Rayet@sanofi.com,2024-10-08 22:13:00.000,2024-10-23 19:45:00.000
785,For,,CIDP - Refractory,SAR445088,riliprubart,"<p style=""text-align:left""><span><span><span><span><span style=""font-size:9.0pt""><span><span style=""color:black""><span>People living with CIDP without full recovery despite treatment</span></span></span></span></span></span></span></span></p>",Published,Helena.Andersson@sanofi.com,Helena.Andersson@sanofi.com,2025-09-29 17:33:00.000,2025-09-29 17:33:00.000
324,Who,,,SAR446959,MAC,,Draft,Michele.Cooley@sanofi.com,Michele.Cooley@sanofi.com,2024-10-24 17:07:00.000,2024-10-24 17:39:00.000
336,That will,Payers,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),,Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
588,That will,Payers,SAR443765_IND003,SAR443765,lunsekimig,"Fewer hospitalizations and healthcare resource utilization
Similar drug budget impact vs available treatment options
Improvement in patient QoL 
Trial population and endpoints similar to current SOC 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
587,That will,Patients,SAR443765_IND003,SAR443765,lunsekimig,"Greater reduction in severe exacerbations and increased improvement on lung function with no safety concerns
Improved symptoms including overall respiratory symptoms, cough, and sputum 
Improved QoL 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
586,That will,Prescribers,SAR443765_IND003,SAR443765,lunsekimig,"Fewer exacerbations and hospitalizations
Improvements in lung function
Significant improvements in overall respiratory symptoms
Improved patient quality of life
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
585,Our product is,Versus future SoC/Main Competitors,SAR443765_IND003,SAR443765,lunsekimig,"Indirect treatment comparison 
Increased reduction in annualized rates of moderate-to-severe exacerbations
Similar improvements in FEV1
Improvement in overall patient quality of life (E-RS: COPD, SGRQ, others)
Similar Q4 dosing regimen
Similar safety profile
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
584,Our product is,Versus current SoC,SAR443765_IND003,SAR443765,lunsekimig,"Indirect treatment comparison 
Increased reduction in annualized rates of moderate-to-severe exacerbations
Increased improvement in FEV1
Improvement in overall patient quality of life (E-RS: COPD, SGRQ, others)
Improved Q4 dosing regimen
Similar safety profile
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
583,Who,,SAR443765_IND003,SAR443765,lunsekimig,"Need reductions in severe exacerbations, improvements in lung function, and reduction in lung-function decline leading to overall improved activities of daily living 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:37:00.000,2025-01-20 15:37:00.000
593,That will,Prescribers,SAR443765_IND004,SAR443765,lunsekimig,"More efficacious treatment option for patients with inadequately controlled AD
Reduction in patient symptoms such as itch, anxiety/depression, and sleep disturbances
Well-tolerated without need for induction dose necessary
Safety profile makes long-term use possible
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
592,Our product is,Versus future SoC/Main Competitors,SAR443765_IND004,SAR443765,lunsekimig,"Indirect treatment comparison 
Greater proportion of patients achieving EASI-75, EASI-95, and vIGA-AD score 0-1 at Week 16
Fast onset of action; ; improvement in pruritus and lesions at 1 week 
Improved QoL
Similar safety and tolerability; no black box warnings 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
330,For,,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),"It is estimated by 2033 ~2.8M persons in US/EU5 will be diagnosed with Parkinson's Disease.
~60-70% of patient will be classified as having Early-stage Parkinson's’ Disease (H&Y< 3)
",Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
331,Who,,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),"PD is the 2nd most common neurodegenerative disorder globally
No disease modifying therapies (DMTs) currently exist 
Patients face eventual loss of mobility and severe non-motor symptoms as their disability worsens ",Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
332,Our product is,Versus current SoC,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),"No DMTs approved, either in idiopathic PD (iPD) or targeting genetic subsets of PD
Existing market compromises low-cost generic symptomatic treatments, mostly dopaminergic agents ",Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
333,Our product is,Versus future SoC/Main Competitors,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),,Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
335,That will,Patients,LC81384_IND001,LC81384,TFRC x GLP1R fusion protein (LC81384),,Draft,Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2024-10-25 18:57:00.000,2025-12-12 14:33:00.000
590,Who,,SAR443765_IND004,SAR443765,lunsekimig,"Need to achieve rapid and durable pruritus and lesion improvement, leading to overall improved quality of life 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
591,Our product is,Versus current SoC,SAR443765_IND004,SAR443765,lunsekimig,"Indirect treatment comparison 
Greater proportion of patients achieving EASI-75, EASI-95, and vIGA-AD score 0-1 at Week 16
Fast onset of action; improvement in pruritus and lesions at 1 week 
More convenient dosing schedule of Q4W vs Q2W
Improved QoL
Similar safety and tolerability; no black box warnings 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
589,For,,SAR443765_IND004,SAR443765,lunsekimig,"Patients aged 12 years and older with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or with systemic therapies or when those therapies are not advisable
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
595,That will,Payers,SAR443765_IND004,SAR443765,lunsekimig,"Greater proportion of patients achieving skin clearance 
Improved QoL 
Well defined patient population, similar to currently approved therapies 
Budget neutral vs newer available alternatives
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
594,That will,Patients,SAR443765_IND004,SAR443765,lunsekimig,"Improvement in pruritus and lesions as soon as Week 1
Improvement in QoL and activities of daily living
Fewer disease-related symptoms such as itch, anxiety/depression, and sleep disturbances
Long-term use possible
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 15:43:00.000,2025-01-20 15:43:00.000
569,Who,,SAR443765_IND005,SAR443765,lunsekimig,"Need early intervention to reduce Th 2 inflammation, lower risk of severe exacerbations, and maintain lung function over time 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
571,Our product is,Versus future SoC/Main Competitors,SAR443765_IND005,SAR443765,lunsekimig,"The first biologic that enables early intervention in high-risk asthma patients to reduce risk of exacerbations and halt progression to severe disease 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
568,For,,SAR443765_IND005,SAR443765,lunsekimig,"Adult and pediatric asthma patients aged 12 years and older with eosinophilic phenotype and elevated levels of fractional exhaled nitric oxide
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
572,That will,Prescribers,SAR443765_IND005,SAR443765,lunsekimig,"A treatment option that enables proactive and early intervention in patients with elevated risk factors
Fewer exacerbations and hospitalizations
Delayed progression/prevention of long-term asthma complications
Better patient symptom control
Reduction in OCS/ICS utilization and associated complications
Safe profile that enables long term use 
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
573,That will,Patients,SAR443765_IND005,SAR443765,lunsekimig,"Lower risk of severe exacerbations and lung function decline 
Improved QoL and activities of daily living
Reduction in OCS/ICS utilization and associated complications
Delayed progression/prevention of long-term asthma complications
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
574,That will,Payers,SAR443765_IND005,SAR443765,lunsekimig,"A predictive and prognostic biomarker that identifies high-risk asthma patients and broadens biologic-eligible population 
Well-defined, narrow, patient population (FeNO: ≥ 50 ppb​, EOS: ≥ 300 cells/mL​, Exacerbation: ≥ 1 in past 12 months)
Reduction in hospitalizations and asthma associated non-drug spend
Reduction in long-term budget impact associated with disease progression and associated comorbidities
",Draft,Karima.Larabi@sanofi.com,Karima.Larabi@sanofi.com,2025-01-20 14:43:00.000,2025-01-20 14:43:00.000
50,For,,SAR444656_IND001,SAR444656,IRAK4,"Patients 12+ years with moderate-to-severe AD whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable [US], who are candidates for systemic therapies [EU]",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
54,That will,Prescribers,SAR444656_IND001,SAR444656,IRAK4,"An oral treatment with no lab-monitoring
Removes lesions, relieves itch and minimizes flares
Improves sleep and anxiety",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
55,That will,Patients,SAR444656_IND001,SAR444656,IRAK4,"Convenience of oral (conservation, no needle)
Effective with or without topicals 
Removes lesions, relieves itch and skin pain and minimizes flares
Improves sleep and anxiety",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
56,That will,Payers,SAR444656_IND001,SAR444656,IRAK4,"TBD: value differentiation versus Dupixent (and/or Rinvoq) and added therapeutic value in target patient groups, improved QoL, improved productivity, budget impact, cost saving, in some markets cost-effectiveness",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
53,Our product is,Versus future SoC/Main Competitors,SAR444656_IND001,SAR444656,IRAK4,"A highly potent selective degrader of IRAK4, which is an efficacious therapy with a new mechanism-of-action, able to significantly reduce AD lesions and pruritus with sustained effect with no need for lab-monitoring. 
Based on indirect treatment comparison versus Rivoq (JAK1i):
Less efficacious but best balance between efficacy and safety 
No boxed warning and lab-monitoring
Mild and transient QTc prolongation
Benefits from oral administration ",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
51,Who,,SAR444656_IND001,SAR444656,IRAK4,"Inadequate response to topical treatments, need better efficacy treatment with convenient oral administration, including less type II dominant patients (e.g., Asians, intrinsic, etc.)
",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
337,For,,SAR446681_IND001,SAR446681,Tzield,Individuals (8 years +) with Stage 2 aT1D (i.e. 2 AA+ dysglycaemia),Published,Evelyne.Dombrecht@sanofi.com,Evelyne.Dombrecht@sanofi.com,2024-10-28 21:37:00.000,2024-10-29 18:31:00.000
52,Our product is,Versus current SoC,SAR444656_IND001,SAR444656,IRAK4,"A highly potent selective degrader of IRAK4, which is an efficacious therapy with a new mechanism-of-action, able to significantly reduce AD lesions and pruritus with sustained effect with no need for lab-monitoring. 
Based on indirect treatment comparison versus Dupixent (IL-4R antagonist):
Efficacious systemic therapy with sustained effect
Mild and transient QTc prolongation 
Benefits from oral administration ",Published,christopher.hewson@sanofi.com,christopher.hewson@sanofi.com,2024-01-23 06:24:00.000,2024-01-23 06:24:00.000
396,Our product is,Versus future SoC/Main Competitors,SAR444671_IND002,SAR444671,rilzabrutinib,,Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:22:00.000,2024-11-29 16:47:00.000
394,Who,,SAR444671_IND002,SAR444671,rilzabrutinib,"Long-term and durable platelet counts at or above 50,000/μL combined with oral convenience and favorable safety
",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:22:00.000,2024-11-29 16:47:00.000
393,For,,SAR444671_IND002,SAR444671,rilzabrutinib,"Adult patients suffering from primary persistent or chronic ITP who have had an insufficient response to a previous treatment including IVIg or CS
",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:22:00.000,2024-11-29 16:47:00.000
399,That will,Payers,SAR444671_IND002,SAR444671,rilzabrutinib,"- Favorable health economics with ability to delay/reduce rescue therapy, 
  increase utilities (EQ5D)
- Treatment responders quickly identified",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:22:00.000,2024-11-29 16:47:00.000
351,For,,SAR444671_IND003,SAR444671,rilzabrutinib,Adult patients with IgG4-RD,Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:44:00.000,2024-10-29 21:11:00.000
787,Our product is,Versus current SoC,CIDP - Refractory,SAR445088,riliprubart,"<div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>First CIDP treatment that reduces axonal damage</span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Greater efficacy and functional improvement with demonstrated head-to-head superiority vs immunoglobulin (Ig) </span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span><span>I</span></span></span></span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>mprovement in people with CIDP with inadequate response to treatment, including refractory disease</span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left"" class=""O0""><span><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Selective and targeted MOA potentially addressing underlying disease biology instead of only offering partial, temporary relief</span></span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left"" class=""O0""><span><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Distinctive safety profile of upstream classical complement inhibition </span></span></span></span></span></span></span></span></span></div><div style=""margin-left:18px; text-align:left""><span><span><span><span><span style=""font-size:8.0pt""><span>•</span></span><span style=""font-size:8.0pt""><span><span style=""color:black""><span>Convenient self-administered injection reducing dependence on infusion centers and improving patient autonomy </span></span></span></span></span></span></span></span></div>",Published,Helena.Andersson@sanofi.com,Helena.Andersson@sanofi.com,2025-09-29 17:33:00.000,2025-09-29 17:33:00.000
359,Who,,SAR444671_IND007,SAR444671,rilzabrutinib,An oral option for symptomatic patients to help control their asthma symptoms and reduce exacerbations,Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 21:07:00.000,2024-10-29 21:07:00.000
372,For,,,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2024-10-30 14:49:00.000
373,Who,,,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2024-10-30 14:49:00.000
374,Our product is,Versus current SoC,,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2024-10-30 14:49:00.000
375,Our product is,Versus future SoC/Main Competitors,,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2024-10-30 14:49:00.000
367,Our product is,Versus current SoC,LC81418_IND001,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2025-12-02 21:09:00.000
369,That will,Prescribers,LC81418_IND001,LC81418,DUX4 RNAi AAV (LC81418),,Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2025-12-02 21:09:00.000
371,That will,Payers,LC81418_IND001,LC81418,DUX4 RNAi AAV (LC81418),"<p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>Potential peak </span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:#23004c""><span>revenue of </span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>~EUR 750MM-1B (assuming first and only GTx to market, with a launch in 2032)</span></span></span></span></span></span></span></span></span></p><p style=""text-align:left""> </p><p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>High strategic fit. Neuromuscular is an anchor area for rare, and FSHD is one of the most common forms of muscular dystrophy.</span></span></span></span></span></span></span></span></span></p>",Draft,Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2025-12-02 21:09:00.000
382,Our product is,Versus future SoC/Main Competitors,SAR442970_IND001,SAR442970,TNFa xOX40L,"- Higher HiSCR50 and HiSCR75 (including in bio-experienced pts)​
- Similar sustained efficacy overtime​
- Black-box warning due to TNF component​
- Differentiation on QoL measures",Draft,Berangere.Thiers@sanofi.com,Berangere.Thiers@sanofi.com,2024-10-31 20:39:00.000,2024-10-31 20:39:00.000
395,Our product is,Versus current SoC,SAR444671_IND002,SAR444671,rilzabrutinib,"A first-in-class reversible BTKi with a convenient RoA, that provides durable efficacy with rapid onset of action, a favorable safety profile and a reduction in fatigue 

Versus current treatments: 

Tavalisse, TPO-RAs (Nplate®, Promacta®, Doptelet®) and RTX (off-label)

A first-in-class reversible BTKi with a convenient RoA, that provides durable efficacy with rapid onset of action, a favorable safety profile and a reduction in fatigue 
- Superior efficacy with respect to both response rate and onset of action vs. Tavalisse* 
- Stability in platelet counts vs. TPO-RAs*
- Superior safety profile vs. Tavalisse (neutropenia and hypertension), TPO-RAs (Thrombo-embolic risk/black 
  box warning with Promacta, liver tox) and RTX (risk of infections due to permanent B cell depletion)*, does 
  not alter platelet aggregation, less risk of bleeding
- Convenient: rilzabrutinib benefits from oral administration (vs. IV RTX, SQ Nplate) and is well tolerated (vs. 
  dietary restrictions with Promacta)
- Fast onset of action (vs. RTX and Tavalisse): with a median time to first response among responders of 15 
  days, rilzabrutinib quickly alleviates the burden of ITP*
- Not B-cell depleting: as opposed to RTX, rilzabrutinib (B-cell modulation) does not induce B-cell depletion 
  which increases the risk of infection. Thus, rilzabrutinib may confer promise of more favorable safety profile 
  in terms of infection risk 
- Differentiated and favorable MoA: rilzabrutinib is targeted therapy, specific and innovative (reversibility) 
  which treats the underlying cause as it targets platelet destruction instead of just production (vs. TPO-RAs)

",Published,Angela.Dudda@sanofi.com,Angela.Dudda@sanofi.com,2024-11-01 12:22:00.000,2024-11-29 16:47:00.000
353,Our product is,Versus current SoC,SAR444671_IND003,SAR444671,rilzabrutinib,"The 1st in class oral BTKi  allowing to achieve remission off corticosteroids and other immunomodulators; reduce the risk of relapses while significantly reducing the use of corticosteroids, with a good safety profile and convenient oral route of administration.
[vs. RTX]:
- Convenient oral route of administration.
- Better safety profile with no risk of infection and serious adverse events (preserved immune system: contrary to RTX, rilzabrutinib induces B cell modulation instead of a permanent depletion, which limits the risk of infections ).",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:45:00.000,2024-10-29 21:11:00.000
356,That will,Patients,SAR444671_IND003,SAR444671,rilzabrutinib,"Maintained control of disease.
Convenient route of administration.
Improvement of QoL.
No need for infusions.
Reduce or eliminate AE.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:45:00.000,2024-10-29 21:11:00.000
354,Our product is,Versus future SoC/Main Competitors,SAR444671_IND003,SAR444671,rilzabrutinib,"The 1st in class oral BTKi  allowing to achieve remission off corticosteroids and other immunomodulators; reduce the risk of relapses while significantly reducing the use of corticosteroids, with a good safety profile and convenient oral route of administration.
[vs. inebilizumab]:
- Convenient oral route of administration.
- Better safety profile with no risk of infection and serious adverse events.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:45:00.000,2024-10-29 21:11:00.000
357,That will,Payers,SAR444671_IND003,SAR444671,rilzabrutinib,"IgG4 is a rare disease that requires early and effective treatment to prevent fibrosis and organ damage.
Rilzabrutinib is a BTKi that has a proven safety record.
Rilzabrutinib is a reversible BTKi that has high efficacy and a low relapse rate.
Rilzabrutinib demonstrates minimal budget impact resulting from its proven ability to reduce IgG4-RD flares that affect an estimated 20,000 patients in the US.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:45:00.000,2024-10-29 21:11:00.000
352,Who,,SAR444671_IND003,SAR444671,rilzabrutinib,Require prevention of relapses and organ damage accrual; reducing use of corticosteroids while improving quality of life,Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:44:00.000,2024-10-29 21:11:00.000
355,That will,Prescribers,SAR444671_IND003,SAR444671,rilzabrutinib,"Minimizes the management of AE.
Safe treatment option with low risk of infections.
Rapid offset of action adds flexibility to clinical management.
Convenient especially with patients used to oral RoA (CS) and/or reluctant to injections, no need for infusions.",Published,Yasuhiro.Maruhashi@sanofi.com,Yasuhiro.Maruhashi@sanofi.com,2024-10-29 20:45:00.000,2024-10-29 21:11:00.000
268,Who,,SAR444671_IND011,SAR444671,rilzabrutinib,"Patients seeking remission of nephrotic syndrome, reduction of relapses, sparing of steroid use, prevent end-stage kidney disease (ESKD)",Published,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-19 00:07:00.000,2024-10-19 00:07:00.000
269,Our product is,Versus current SoC,SAR444671_IND011,SAR444671,rilzabrutinib,"A targeted disease modifying therapy for FSGS/MCD because it modifies abnormalities of immune response that are involved in the pathogenesis of primary FSGS/MCD, leading to a better benefit/risk profile compared to current standard of care (SOC; steroids) or potential future SOC (sparsentan)
- Disease modifying therapy
- Higher rates of proteinuria reduction in nephrotic patients 
- Faster onset of action
- Corticosteroid sparing/minimizing
- Slowing in kidney function decline (i.e., rate of EGFR)
- Higher rates of complete/partial remission; lower rates of relapses
- Lower risk of infection/better tolerability",Published,Sandrine.Turpault@sanofi.com,Sandrine.Turpault@sanofi.com,2024-10-19 00:07:00.000,2024-10-19 00:07:00.000
